radius,height,surface_area
66.69612591017747,93.27627185419772,67038.69183180328
53.165348023697135,29.829334680737297,27724.185654415087
10.317922438341487,3.394904263868004,888.9945833609526
63.58625309756375,84.13456752064826,59018.04433548733
33.77004956172443,26.797863256175848,12851.510471338002
11.218676057878385,77.49953128815807,6253.6595428028095
15.824927679560775,43.345255100858104,5883.347667975784
57.26770918352063,57.78807185699538,41399.78866196226
41.801916431239796,74.70119136204241,30599.44656034062
15.267505886509214,87.49665717709212,9858.019072582747
64.28268229353135,96.96037797225647,65126.07283028328
14.22234446128524,69.61255677520157,7491.623069317415
5.14409262961385,86.8759176134553,2974.205181896533
31.096235080798728,90.32446615870342,23723.590333219498
18.90293827591093,20.349801080188023,4662.0739186236615
11.48537787621715,36.777581357159484,3482.884750238221
39.65209993284924,5.754131704270904,11312.576282406859
60.47165853531793,63.220160882806,46997.28027389113
68.11398910853438,97.28876047940005,70787.88044584409
49.04793520895843,67.7664582049976,35999.54037452236
30.003566598591046,22.60456509377997,9917.578129811041
81.32712196705015,24.412256773804643,54032.12231122666
89.45650028605566,52.25035729940038,79649.42401323962
22.127109513243116,21.899857807732847,6121.013325264541
95.68792801054589,3.0539968587376953,59366.11213551356
41.573999868719206,15.816259921710662,14991.319821059278
2.343667658804882,3.5459525132145897,86.72876915822157
19.627058636487792,7.398211533182564,3332.7683826997354
25.569290382186193,2.7649025833326735,4552.074812165493
7.352863504363649,25.713039175757935,1527.6249944378071
87.25617507602978,51.868165485042006,76274.4629949998
81.17529519493306,80.52935119005436,82475.74438900388
21.288708126509814,67.84579432081067,11922.71109988107
43.64873519406066,0.5345688606733678,12117.407736247433
99.32981690561394,69.15189846820257,105150.72680062531
7.714533402618562,15.2377022423119,1112.537161006375
98.00853741991872,87.92097040805375,114496.46973831796
43.15201876883151,34.841732540497695,21146.611942856693
60.26565325696118,69.3179887515498,49068.176491068676
95.10996009086409,15.260071715403711,65956.41402265742
6.236821016152017,79.28801945200289,3351.470661686282
23.180352538688954,30.128872472465464,7764.299401051911
1.7824280865126774,40.49683892572272,473.49929280088344
26.26952436799659,82.00451292249045,17871.310848206143
6.856812638510479,5.640625710155344,538.4224426423177
5.439314579704469,94.66879162740457,3421.3168065067803
24.43829197383074,11.403621098669403,5503.537116410326
34.26953297495237,30.38620288044821,13921.791110421953
33.77994004453354,23.795936391466633,12220.227761927414
84.78833891759572,67.61532347818058,81191.65593263909
58.024436244741054,28.240912066124245,31450.472765423518
12.876245437251754,16.837845782280812,2403.983967162576
14.383097768622143,72.29579846969739,7833.316482995811
79.02119899242312,78.08891427191062,78005.93109329107
91.22004887356422,89.36001215809821,103499.90815797847
64.02078781044939,85.83880980355951,60281.693510871264
39.21432706582338,12.443487472081527,12728.014571469539
28.174330835595207,54.89183511859128,14704.749946009575
60.79532095937876,95.79135734036154,59814.273941206135
79.40971393703893,11.944500072014662,45580.814899436176
28.275568962109375,24.10478619353934,9305.927391825682
18.97136381447132,35.39309699160103,6480.276041027881
99.91097043509308,85.59846682721816,116455.24506922688
98.85398482992305,56.05343185882155,96215.770128798
20.425286535899602,49.136384942696644,8927.25695014116
41.48934449061068,18.14545441177591,15545.911846802092
10.755959597042663,3.217380844505713,944.3419243236197
92.66754044566247,82.6618934088073,102085.09448332392
75.90130584804601,38.86199947490761,54730.8463578205
26.862101131780815,87.32193797969973,19271.93178333648
41.11258288829883,52.864018551350355,24275.845545163895
48.95851064111646,48.711609446391236,30044.832543230455
11.257699304648394,93.33629737071391,7398.373815903075
85.33666359935344,61.42384003053641,78690.93780332207
27.970971405262222,34.76515506185436,11025.673255246771
64.45634382499752,11.79233987293693,30880.04228558465
74.13749511383857,6.665180687726613,37639.471737706124
97.52103069846135,91.3236671335421,115713.21139477874
31.127841618928688,22.128273559708656,10415.937364652704
5.1063397189610615,56.1905569901155,1966.6544578127548
57.37362280896422,86.66372085226041,51923.892937793906
84.31293803076352,65.83847555898778,79543.28394258286
81.4641400763129,54.67214318396103,69681.94033772561
50.01934771646338,67.01558835125594,36781.836922056726
74.15965269562493,52.18584275939608,58871.800527056024
96.2842890584312,52.22473883396209,89843.80812552954
97.15447827525747,4.9707171523867055,62341.262469005494
89.40130099042342,55.45884431625938,81371.55655040858
75.46748679209996,78.80415526132222,73151.94164179926
57.96498243197091,34.90541164388409,33823.83642303147
95.2559224250803,49.17996511899294,86446.41147810181
90.14481623898855,43.35206214957342,75612.17601558952
97.71300427595902,59.70768467619313,96648.26083236719
78.73216706209757,40.49460058251058,58980.1460520719
63.42999099906499,55.1443532289333,47256.90224248503
91.9616603744818,39.24200528744801,75811.07257550124
31.241902283772525,87.08770026625051,23227.94258429611
